,Ref ID,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,No_of_Books_read_in_a_year,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Product_Name,Publisher_Name,Product_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing
58,191,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Late_Evening_Night,14.0,1.0,15.0,Audible for iPhone (1000),77,18.0,19.0,Teen & Young Adult,Per-book,16,1.25x,22,11- 30 Books,84,61 - 100 Books,Night,Relaxing,PC,Spanish,True,Streaming,8,Less than 10 Minutes,1,"Talk English: The Secret To Speak English Like A Native In 6 Months For Busy People, Learn Spoken English From The Success (U...",Fluent English Publishing,Scott P. Delaney,True,3,True,True,False
59,193,Male,18 - 24 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Late_Evening_Night,0.0,0.0,0.0,Audible for Android,351,0.0,0.0,Lifestyle,Yearly,9,1.75x,93,61 - 100 Books,84,61 - 100 Books,Afternoon,Exercising,Tablet,French,False,Download,109,More than 100 Minutes,9,Himalaya,Audible Studios,Michael Palin,False,3,True,False,True
60,194,Male,25 - 30 years,Chennai,Both,No Tablet,walk,38,1,Afternoon_Early_Evening,1.0,0.0,1.0,Audible for Android,11,9.0,9.0,Literature & Fiction,Per-book,25,1.75x,33,31 - 60 Books,5,Less than 10,Morning,Working,Tablet,Other,False,Streaming,106,More than 100 Minutes,5,The Model Millionaire,One Voice Recordings,David Ian Davies,True,1,True,True,False
61,200,Male,18 - 24 years,Hyderabad,Android,No Tablet,walk,38,13,Afternoon_Early_Evening,24.0,24.0,47.0,Audible for Android,514,5.0,9.0,Mysteries & Thrillers,Yearly,1,2x,1,Less than 10,87,61 - 100 Books,Night,Working,Smart Speaker,Other,False,Streaming,28,11- 30 Minutes,4,Unfinished Portrait (Unabridged),Audible Studios,Anna Bentinck,False,2,True,False,True
62,202,Female,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,7.0,7.0,13.0,Audible for Android,2631,0.0,0.0,Literature & Fiction,Per-book,12,1.5x,32,31 - 60 Books,47,31 - 60 Books,Afternoon,Relaxing,Tablet,German,False,Streaming,35,31 - 60 Minutes,1,Voyager (Unabridged),Recorded Books,Davina Porter,False,1,False,False,True
63,211,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Afternoon_Early_Evening,10.0,10.0,19.0,Audible for Android,1063,1.0,2.0,Literature & Fiction,Monthly,27,1.25x,86,61 - 100 Books,74,61 - 100 Books,Evening,Commuting,PC,Other,False,Streaming,86,61 - 100 Minutes,2,The Time Traveler's Wife (Unabridged),"HighBridge, a division of Recorded Books","Fred Berman, Phoebe Strole",True,2,False,True,False
64,217,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Late_Evening_Night,13.0,13.0,27.0,Audible for Android,663,2.0,4.0,Mysteries & Thrillers,Monthly,29,1x,77,61 - 100 Books,13,11- 30 Books,Morning,Relaxing,Smart Speaker,Other,False,Streaming,79,61 - 100 Minutes,2,Eyes (Unabridged),Recorded Books,Therese Plummer,False,1,True,False,True
65,224,Male,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Afternoon_Early_Evening,2.0,2.0,3.0,Audible for iPhone (1000),863,0.0,0.0,Social Sciences,Monthly,25,1.5x,61,61 - 100 Books,89,61 - 100 Books,Evening,Relaxing,Tablet,English,False,Streaming,101,More than 100 Minutes,7,"Magnificent Delusions: Pakistan, the United States, and an Epic History of Misunderstanding (Unabridged)","Blackstone Audio, Inc.",Ralph Lister,True,5,False,False,True
66,230,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,6.0,1.0,6.0,Audible for iPhone (1000),172,3.0,3.0,Education & Teaching,Per-book,24,1x,18,11- 30 Books,13,11- 30 Books,Morning,Exercising,PC,Other,False,Streaming,33,31 - 60 Minutes,8,Vocabulary Energizers: Volume 1 (Unabridged),Recorded Books,Robert O???Keefe,True,2,True,False,False
67,236,Male,36 - 40 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,577,0.0,0.0,Literature & Fiction,Monthly,44,1.75x,42,31 - 60 Books,82,61 - 100 Books,Night,Working,PC,Spanish,False,Streaming,113,More than 100 Minutes,2,Jaws (Unabridged),"Blackstone Audio, Inc.",Erik Steele,False,1,True,True,False
68,237,Male,25 - 30 years,Chennai,Android,No Tablet,walk,38,9,Afternoon_Early_Evening,0.0,19.0,19.0,Audible for Android,385,0.0,5.0,Parenting & Relationships,Yearly,19,1.75x,57,31 - 60 Books,77,61 - 100 Books,Afternoon,Exercising,Tablet,Other,True,Streaming,30,11- 30 Minutes,2,"Zero Limits: The Secret Hawaiian System for Wealth, Health, Peace, and More (Unabridged)","Gildan Media, LLC",Joe Vitale and Ihaleakala Hew Len,True,4,True,False,False
69,241,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for iPhone (1000),1093,0.0,0.0,Social Sciences,Monthly,59,1.25x,84,61 - 100 Books,41,31 - 60 Books,Night,Relaxing,Smartphone,French,True,Download,64,61 - 100 Minutes,2,Necessary Illusions: Thought Control in Democratic Societies,Audible Studios,Kevin Stillwell,False,3,False,False,False
70,242,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for iPhone (1000),1111,0.0,0.0,Business & Money,Yearly,13,1.5x,90,61 - 100 Books,98,61 - 100 Books,Night,Working,PC,English,True,Streaming,115,More than 100 Minutes,3,Basic Economics: A Citizen's Guide to the Economy (Unabridged),"Blackstone Audio, Inc.",Brian Emerson,False,4,True,True,True
71,247,Female,36 - 40 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,15,3,Afternoon_Early_Evening,1.0,9.0,10.0,Audible for iPhone (1000),23,4.0,43.0,Children's Audiobooks,Per-book,22,1.25x,7,Less than 10,33,31 - 60 Books,Afternoon,Working,Tablet,Spanish,True,Download,29,11- 30 Minutes,3,The Ugly Duckling (Unabridged),Jimcin Recordings,"Walter Zimmerman, Jack Benson",False,4,False,False,True
72,250,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,609,0.0,0.0,Mysteries & Thrillers,Yearly,52,1x,92,61 - 100 Books,2,Less than 10,Morning,Relaxing,Tablet,English,False,Download,103,More than 100 Minutes,5,The Adventures of Sherlock Holmes (Unabridged),Tantor Audio,Simon Prebble,True,5,False,False,False
73,251,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Morning,3.0,2.0,5.0,Audible for Android,631,0.0,1.0,Education & Teaching,Per-book,23,1.5x,73,61 - 100 Books,71,61 - 100 Books,Afternoon,Relaxing,Smartphone,Spanish,False,Download,74,61 - 100 Minutes,3,Introvert Power: Why Your Inner Life Is Your Hidden Strength (Unabridged),Tantor Audio,Susan Boyce,True,4,False,True,True
74,254,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,135,3,Afternoon_Early_Evening,23.0,7.0,30.0,Audible for iPhone (1000),160,14.000000000000002,19.0,Religion & Spirituality,Monthly,25,2x,76,61 - 100 Books,7,Less than 10,Night,Exercising,Smart Speaker,German,True,Streaming,119,More than 100 Minutes,5,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,True,5,False,False,True
75,255,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Morning,0.0,0.0,1.0,Audible for Android,581,0.0,0.0,Mysteries & Thrillers,Per-book,33,2x,62,61 - 100 Books,46,31 - 60 Books,Night,Commuting,Tablet,Spanish,False,Streaming,44,31 - 60 Minutes,3,Strangers on a Train (Unabridged),"Blackstone Audio, Inc.",Bronson Pinchot,True,5,False,True,False
76,258,Male,18 - 24 years,Chennai,Android,No Tablet,Public Transport,38,5,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,197,0.0,1.0,Parenting & Relationships,Yearly,36,1x,63,61 - 100 Books,50,31 - 60 Books,Night,Relaxing,PC,Spanish,False,Streaming,18,11- 30 Minutes,5,"You Can Read Anyone: Never Be Fooled, Lied to, or Taken Advantage of Again (Unabridged)","Gildan Media, LLC",David J. Lieberman,False,4,False,False,False
77,261,Male,25 - 30 years,Chennai,Android,No Tablet,walk,38,9,Morning,21.0,21.0,42.0,Audible for Android,514,4.0,8.0,Mysteries & Thrillers,Yearly,20,1.5x,50,31 - 60 Books,91,61 - 100 Books,Afternoon,Relaxing,Tablet,Other,True,Download,48,31 - 60 Minutes,5,Unfinished Portrait (Unabridged),Audible Studios,Anna Bentinck,True,2,False,False,True
78,264,Do not wish to answer,36 - 40 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,135,3,Afternoon_Early_Evening,1.0,10.0,11.0,Audible for iPhone (1000),510,0.0,2.0,Parenting & Relationships,Per-book,24,2x,35,31 - 60 Books,75,61 - 100 Books,Night,Relaxing,Smart Speaker,French,False,Streaming,46,31 - 60 Minutes,9,Time Power: A Proven System for Getting More Done in Less Time Than You Ever Thought Possible (Unabridged),"Gildan Media, LLC",Brian Tracy,True,1,False,False,False
79,265,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Evening_Night,21.0,24.0,45.0,Audible for Android,680,3.0,7.000000000000001,Literature & Fiction,Monthly,4,1.5x,62,61 - 100 Books,32,31 - 60 Books,Afternoon,Working,Smartphone,English,False,Download,16,11- 30 Minutes,8,To Love Jason Thorn (Unabridged),Tantor Audio,"Lidia Dornet, Sebastian York",False,3,True,False,True
80,270,Male,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Late_Evening_Night,11.0,7.0,17.0,Audible for Android,577,2.0,3.0,Literature & Fiction,Per-book,1,1.75x,94,61 - 100 Books,24,11- 30 Books,Night,Working,Smart Speaker,German,True,Download,28,11- 30 Minutes,2,Jaws (Unabridged),"Blackstone Audio, Inc.",Erik Steele,False,2,True,True,False
81,271,Male,18 - 24 years,Other,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,5,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,90,0.0,1.0,Parenting & Relationships,Yearly,37,1.5x,55,31 - 60 Books,2,Less than 10,Evening,Relaxing,Smart Speaker,Spanish,False,Download,54,31 - 60 Minutes,4,How to Live on 24 Hours a Day (Unabridged),Audible Studios,Eric Brooks,False,1,True,True,False
82,274,Male,18 - 24 years,Hyderabad,Both,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Morning,0.0,0.0,1.0,Audible for iPhone (1000),208,0.0,0.0,Business & Money,Per-book,58,1.75x,72,61 - 100 Books,53,31 - 60 Books,Evening,Relaxing,PC,Other,True,Streaming,71,61 - 100 Minutes,6,"How I Made $2,000,000 in the Stock Market (Unabridged)",BN Publishing,Jason McCoy,False,1,True,True,True
83,275,Male,18 - 24 years,Hyderabad,IOS,IOS Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Afternoon_Early_Evening,14.0,14.0,28.0,Audible for iPhone (1000),1988,1.0,1.0,Literature & Fiction,Monthly,4,2x,3,Less than 10,19,11- 30 Books,Evening,Exercising,PC,French,False,Streaming,115,More than 100 Minutes,8,The Sialkot Saga (Unabridged),Audible Studios,Sagar Arya,True,2,False,True,False
84,278,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,1498,0.0,0.0,Mysteries & Thrillers,Yearly,51,1.25x,81,61 - 100 Books,62,61 - 100 Books,Evening,Exercising,Smart Speaker,French,False,Download,39,31 - 60 Minutes,9,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,True,3,False,False,True
85,288,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,1,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,199,1.0,1.0,Literature & Fiction,Yearly,2,1x,25,11- 30 Books,4,Less than 10,Afternoon,Commuting,Smart Speaker,German,True,Streaming,60,31 - 60 Minutes,5,One Flew Over the Cuckoo's Nest,"HighBridge, a division of Recorded Books",Ken Kesey,False,3,True,True,True
86,294,Male,31 - 35 years,Mumbai,IOS,Android Tablet,Personal/Hired/Shared 2 Wheeler,90,3,Morning,15.0,2.0,18.0,Audible for iPhone (1000),77,19.0,23.0,Teen & Young Adult,Per-book,14,1.75x,61,61 - 100 Books,87,61 - 100 Books,Evening,Relaxing,PC,Other,True,Download,70,61 - 100 Minutes,8,"Talk English: The Secret To Speak English Like A Native In 6 Months For Busy People, Learn Spoken English From The Success (U...",Fluent English Publishing,Scott P. Delaney,True,5,True,True,True
87,298,Female,25 - 30 years,Chennai,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Morning,4.0,4.0,8.0,Audible for Android,376,1.0,2.0,Parenting & Relationships,Yearly,16,1.25x,75,61 - 100 Books,59,31 - 60 Books,Morning,Relaxing,PC,German,False,Streaming,97,61 - 100 Minutes,5,Mindfulness in Plain English (Unabridged),Audible Studios,Edoardo Ballerini,True,5,False,True,False
88,306,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Morning,6.0,4.0,9.0,Audible for Android,160,4.0,6.0,Parenting & Relationships,Per-book,11,1.25x,97,61 - 100 Books,8,Less than 10,Evening,Working,Tablet,German,False,Streaming,102,More than 100 Minutes,6,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,True,5,False,False,True
89,309,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,15,3,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,383,0.0,0.0,Parenting & Relationships,Monthly,58,2x,87,61 - 100 Books,22,11- 30 Books,Evening,Relaxing,Smart Speaker,German,False,Download,113,More than 100 Minutes,8,Why We Love the Way We Do (Unabridged),Audible Studios,Bhavnisha Parmar,True,1,True,True,False
90,312,Male,18 - 24 years,Bangalore,Android,No Tablet,walk,15,9,Late_Evening_Night,8.0,8.0,15.0,Audible for Android,356,2.0,4.0,Literature & Fiction,Monthly,42,1.25x,38,31 - 60 Books,8,Less than 10,Evening,Commuting,Smartphone,German,False,Streaming,82,61 - 100 Minutes,8,Star Wars (Dramatized),"HighBridge, a division of Recorded Books","Mark Hamill, Anthony Daniels",False,4,True,False,False
91,314,Male,36 - 40 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Morning,5.0,5.0,10.0,Audible for Android,144,3.0,7.000000000000001,Religion & Spirituality,Monthly,25,1x,14,11- 30 Books,90,61 - 100 Books,Night,Relaxing,Smart Speaker,German,False,Streaming,19,11- 30 Minutes,6,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,True,3,True,False,True
92,315,Male,25 - 30 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,2.0,2.0,3.0,Audible for Android,414,0.0,1.0,Religion & Spirituality,Yearly,54,2x,2,Less than 10,24,11- 30 Books,Afternoon,Relaxing,Tablet,English,False,Download,84,61 - 100 Minutes,1,Rearming Hinduism. Nature Hinduphobia and the Return of Indian Intelligence (Unabridged),Audible Studios,P. J. Ochlan,False,1,True,False,False
93,319,Female,18 - 24 years,Hyderabad,Both,Both,Personal/Hired/Shared 4 Wheeler,38,13,Late_Night_Early_Morning,1.0,0.0,1.0,Audible for Android,695,0.0,0.0,Literature & Fiction,Per-book,13,1.25x,65,61 - 100 Books,35,31 - 60 Books,Evening,Commuting,PC,French,True,Download,49,31 - 60 Minutes,4,Pride and Prejudice (Unabridged),Audible Studios,Rosamund Pike,False,5,False,True,True
94,328,Male,36 - 40 years,Bangalore,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,2.0,2.0,5.0,Audible for Android,6,33.0,83.0,Literature & Fiction,Per-book,40,1x,29,11- 30 Books,87,61 - 100 Books,Afternoon,Working,Tablet,German,False,Download,11,11- 30 Minutes,6,The Little Red Hen (Unabridged),Scholastic Audio,Kathleen McInerney,False,1,False,True,True
95,331,Male,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Morning,0.0,0.0,1.0,Audible for Android,108,0.0,1.0,Arts & Entertainment,Monthly,9,1.5x,86,61 - 100 Books,5,Less than 10,Morning,Working,Smartphone,French,True,Download,109,More than 100 Minutes,3,"The Best of Sherlock Holmes, Volume 2 (Dramatised)",Heritage Media Limited,John Gielgud and Ralph Richardson,False,3,False,True,False
96,334,Male,41 - 45 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,160,1.0,1.0,Religion & Spirituality,Yearly,21,1.75x,55,31 - 60 Books,97,61 - 100 Books,Evening,Relaxing,Smart Speaker,Other,False,Streaming,116,More than 100 Minutes,8,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,False,5,False,True,False
97,339,Male,18 - 24 years,Chennai,Android,No Tablet,Public Transport,38,5,Afternoon_Early_Evening,6.0,6.0,13.0,Audible for Android,474,1.0,3.0,Lifestyle,Yearly,33,1.25x,46,31 - 60 Books,86,61 - 100 Books,Afternoon,Exercising,Tablet,German,True,Streaming,74,61 - 100 Minutes,2,"Dont Lose Out, Work Out! (Unabridged)",Audible Studios,Farah Bala,True,2,True,False,False
98,340,Male,25 - 30 years,Hyderabad,Android,No Tablet,walk,15,3,Morning,28.0,28.0,56.0,Audible for Android,1111,3.0,5.0,Literature & Fiction,Monthly,25,2x,84,61 - 100 Books,28,11- 30 Books,Evening,Working,Smart Speaker,Spanish,False,Streaming,99,61 - 100 Minutes,8,Great Expectations (Unabridged),"Blackstone Audio, Inc.",Simon Prebble,False,1,False,True,False
99,341,Male,25 - 30 years,Hyderabad,Both,Both,Personal/Hired/Shared 2 Wheeler,38,5,Late_Night_Early_Morning,8.0,8.0,16.0,Audible for Android,144,6.0,11.0,Religion & Spirituality,Yearly,46,1.5x,42,31 - 60 Books,15,11- 30 Books,Evening,Relaxing,Tablet,Other,True,Streaming,68,61 - 100 Minutes,2,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,False,2,True,True,True
100,347,Male,41 - 45 years,Delhi,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Morning,1.0,3.0,4.0,Audible for iPhone (1000),24,4.0,17.0,Biographies & Memoirs,Per-book,21,1.5x,45,31 - 60 Books,79,61 - 100 Books,Evening,Working,Smartphone,Spanish,True,Download,45,31 - 60 Minutes,3,The Innovators DNA (Harvard Business Review) (Unabridged),Harvard Business School,Todd Mundt,False,3,False,False,True
101,348,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,90,5,Late_Night_Early_Morning,2.0,2.0,4.0,Audible for Android,365,1.0,1.0,Parenting & Relationships,Monthly,57,1.25x,82,61 - 100 Books,93,61 - 100 Books,Night,Working,Smart Speaker,Spanish,True,Download,7,Less than 10 Minutes,6,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,False,5,True,True,False
102,351,Female,31 - 35 years,Bangalore,IOS,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Night_Early_Morning,1.0,1.0,3.0,Audible for iPhone (1000),652,0.0,0.0,Literature & Fiction,Per-book,49,1.75x,0,Less than 10,4,Less than 10,Afternoon,Relaxing,Smart Speaker,French,True,Download,73,61 - 100 Minutes,2,Ladies Coupe (Unabridged),Audible Studios,Shaheen Khan,False,1,True,True,False
103,354,Female,25 - 30 years,Hyderabad,Both,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,5.0,5.0,11.0,Audible for Android,375,1.0,3.0,Literature & Fiction,Yearly,15,1.25x,41,31 - 60 Books,84,61 - 100 Books,Night,Working,Smartphone,Other,False,Download,23,11- 30 Minutes,5,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,True,5,False,False,True
104,355,Male,25 - 30 years,Pune,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,160,0.0,1.0,Parenting & Relationships,Per-book,53,1.25x,5,Less than 10,33,31 - 60 Books,Afternoon,Exercising,Smartphone,English,True,Download,78,61 - 100 Minutes,8,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,True,1,False,False,False
105,363,Male,31 - 35 years,Chennai,Other,Android Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,136,1.0,1.0,Literature & Fiction,Yearly,19,1.25x,49,31 - 60 Books,41,31 - 60 Books,Afternoon,Working,Tablet,English,False,Download,90,61 - 100 Minutes,5,The Diary of a Wimpy Kid: The Last Straw (Unabridged),Recorded Books,Ramon De Ocampo,False,2,True,False,True
106,367,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,0,Afternoon_Early_Evening,5.0,5.0,11.0,Audible for Android,365,1.0,3.0,Parenting & Relationships,Yearly,19,1.25x,73,61 - 100 Books,78,61 - 100 Books,Morning,Working,Smartphone,French,True,Streaming,33,31 - 60 Minutes,8,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,True,3,True,True,False
107,368,Male,18 - 24 years,Pune,Android,No Tablet,walk,15,5,Afternoon_Early_Evening,1.0,4.0,4.0,Audible for Android,317,0.0,1.0,Mysteries & Thrillers,Per-book,12,1.75x,41,31 - 60 Books,72,61 - 100 Books,Afternoon,Commuting,Smart Speaker,Spanish,True,Streaming,19,11- 30 Minutes,4,A Study in Scarlet: A Sherlock Holmes Novel (Unabridged),Tantor Audio,Simon Prebble,True,2,False,True,False
108,377,Male,25 - 30 years,Chennai,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Late_Evening_Night,3.0,3.0,5.0,Audible for iPhone (1000),160,2.0,3.0,Business & Money,Monthly,53,1.25x,69,61 - 100 Books,45,31 - 60 Books,Evening,Commuting,Tablet,Other,True,Download,9,Less than 10 Minutes,1,"Warren Buffett: The Man, the Business, the Gift",Charlie Rose Show,Charlie Rose,True,4,False,True,False
